Title,Author,Secondary Author(s),Illustrator(s),Translator(s),Series Name,State,District,Date of Challenge/Removal,Ban Status,Origin of Challenge,Year
Beyond Magenta: Transgender Teens Speak Out,Susan Kuklin,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Girl With the Dragon Tattoo,Stieg Larsson,,,"Keeland, Reg",A Lisbeth Salander Novel,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Boy Toy,Barry Lyga,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A Court of Frost and Starlight,Sarah J. Maas,,,,A Court of Thorns and Roses,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A Court of Mist and Fury,Sarah J. Maas,,,,A Court of Thorns and Roses,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A ​Court of Silver Flames,Sarah J. Maas,,,,A Court of Thorns and Roses,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A Court of Thorns and Roses,Sarah J. Maas,,,,A Court of Thorns and Roses,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A Court of Wings and Ruin,Sarah J. Maas,,,,A Court of Thorns and Roses,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Empire of Storms,Sarah J. Maas,,,,Throne of Glass,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Kingdom of Ash,Sarah J. Maas,,,,Throne of Glass,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Tower of Dawn,Sarah J. Maas,,,,Throne of Glass,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Sold,Patricia McCormick,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
"Red, White, and Royal Blue",Casey McQuiston,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Song of Achilles,Madeline Miller,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
"Let's Talk About It: The Teen's Guide to Sex, Relationships, and Being a Human (A Graphic Novel)",Erika Moen,"Nolan, Matthew",,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
No Ashes in the Fire: Coming of Age Black and Free in America,Darnell L. Moore,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Bluest Eye,Toni Morrison,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Infinite Moment of Us,Lauren Myracle,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Breathless (JN),Jennifer Niven,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Out of Darkness,Ashley Hope Pérez,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Nineteen Minutes,Jodi Picoult,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
When I was Puerto Rican: A Memoir,Esmeralda Santiago,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Lucky (AS),Alice Sebold,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
A Thousand Acres,Jane Smiley,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Vincent,Barbara Stok,,,,Art Masters Series,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Blankets,Craig Thompson,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Y: The Last Man,Brian K. Vaughan,,"Guerra, Pia; Marzan Jr., Jose",,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Color Purple,Alice Walker,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
Doing It!: Let's Talk About Sex,Hannah Witton,,,,,Iowa,Iowa City Community School District,October 2023,Banned pending investigation,Administration,2023
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,,"Forney, Ellen",,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Speak,Laurie Halse Anderson,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Ivy Aberdeen's Letter to the World,Ashley Herring Blake,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
A Stolen Life,Jaycee Dugard,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
As I Lay Dying,William Faulkner,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Paper Towns,John Green,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Fault in our Stars,John Green,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Deepest Breath,Meg Grehan,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
One Child: The True Story of a Tormented Six Year Old and the Brilliant Teacher Who Reached Out,Torey Hayden,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Kite Runner,Khaled Hosseini,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Brave New World,Aldous Huxley,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Breaking Dawn,Stephenie Meyer,,,,Twilight Saga,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
yolo,Lauren Myracle,,,,Internet Girls,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Best at It,Maulik Pancholy,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Nineteen Minutes,Jodi Picoult,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Always Running: La Vida Loca: Gang Days In LA,Luis J. Rodriquez,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Dear Martin,Nic Stone,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Sophie's Choice,William Styron,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Drama: A Graphic Novel,Raina Telgemeier,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Color Purple,Alice Walker,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
Native Son,Richard Wright,,,,,Iowa,Keota Community School District,October 2023,Banned,Administration,2023
The Handmaid's Tale,Margaret Atwood,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
The Perks of Being a Wallflower,Stephen Chbosky,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Extremely Loud and Incredibly Close,Jonathan Safran Foer,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Looking for Alaska,John Green,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Burned (EH),Ellen Hopkins,,,,Burned,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Crank,Ellen Hopkins,,,,Crank,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Fallout,Ellen Hopkins,,,,Crank,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Glass,Ellen Hopkins,,,,Crank,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
People Kill People,Ellen Hopkins,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Perfect (EH),Ellen Hopkins,,,,Impulse,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Rumble,Ellen Hopkins,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Crown of Midnight,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned pending investigation,Administration,2024
Empire of Storms,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Heir of Fire,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Kingdom of Ash,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Queen of Shadows,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
The Assassin's Blade,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Throne of Glass,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Tower of Dawn,Sarah J. Maas,,,,Throne of Glass,Iowa,Knoxville Community School District,June 2024,Banned by restriction,Administration,2024
Beloved,Toni Morrison,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
The Bluest Eye,Toni Morrison,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Nineteen Minutes,Jodi Picoult,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Push,Sapphire,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Living Dead Girl,Elizabeth Scott,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Lucky (AS),Alice Sebold,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
The Almost Moon,Alice Sebold,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Go Ask Alice,Beatrice Sparks,Anonymous,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
Native Son,Richard Wright,,,,,Iowa,Knoxville Community School District,June 2024,Banned,Administration,2024
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,,"Forney, Ellen",,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Thirteen Reasons Why,Jay Asher,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
"Are You There God? It's Me, Margaret",Judy Blume,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Ashes to Asheville,Sarah Dooley,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Pet,Akwaeke Emezi,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Lily and Dunkin,Donna Gephart,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Looking for Alaska,John Green,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Paper Towns,John Green,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Fault in Our Stars,John Green,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Water for Elephants,Sara Gruen,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
It's Not Summer Without You,Jenny Han,,,,The Summer I Turned Pretty,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Summer I Turned Pretty,Jenny Han,,,,The Summer I Turned Pretty,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
We'll Always Have Summer,Jenny Han,,,,The Summer I Turned Pretty,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",Robie H. Harris,,"Emberley, Michael",,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Burned (EH),Ellen Hopkins,,,,Burned,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Brave New World,Aldous Huxley,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Weight of Blood,Tiffany D. Jackson,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Parker Inheritance,Varian Johnson,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
When You Trap A Tiger,Tae Keller,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Sold,Patricia McCormick,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Twilight,Stephenie Meyer,,,,The Twlight Saga,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
1984,George Orwell,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Where the Crawdads Sing,Delia Owens,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Best at It,Maulik Pancholy,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Family Book,Todd Parr,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The Best Man,Richard Peck,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Mercy,Jodi Picoult,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
My Sister's Keeper,Jodi Picoult,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
Nineteen Minutes,Jodi Picoult,,,,,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
The House of Hades,Rick Riordan,,,,The Heroes of Olympus,Iowa,Lake Mills Community School District,June 2024,Banned,Administration,2024
